Country;Region;DataYear;ClassGrade;Gender;Ageyears;Handed;Height_cm;Footlength_cm;Armspan_cm;Languages_spoken;Travel_to_School;Travel_time_to_School;Reaction_time;Score_in_memory_game;Favourite_physical_activity;Importance_reducing_pollution;Importance_recycling_rubbish;Importance_conserving_water;Importance_saving_energy;Importance_owning_computer;Importance_Internet_access;Left_Footlength_cm;Longer_foot;Index_Fingerlength_mm;Ring_Fingerlength_mm;Longer_Finger_Lefthand;Birth_month;Favorite_Season;Allergies;Vegetarian;Favorite_Food;Beverage;Favorite_School_Subject;Sleep_Hours_Schoolnight;Sleep_Hours_Non_Schoolnight;Home_Occupants;Home_Internet_Access;Communication_With_Friends;Text_Messages_Sent_Yesterday;Text_Messages_Received_Yesterday;Hanging_Out_With_Friends_Hours;Talking_On_Phone_Hours;Doing_Homework_Hours;Doing_Things_With_Family_Hours;Outdoor_Activities_Hours;Video_Games_Hours;Social_Websites_Hours;Texting_Messaging_Hours;Computer_Use_Hours;Watching_TV_Hours;Paid_Work_Hours;Work_At_Home_Hours;Schoolwork_Pressure;Planned_Education_Level;Favorite_Music;Superpower;Preferred_Status;Role_Model_Type;Charity_Donation
USA;AL;2023;12;Male;18;Right-Handed;182;24;185;1;Car;15;0.315;42;Table Tennis;650;250;250;250;500;1000;24;Same length;70;75;Ring finger;August;Fall;No;No;Breads/Sandwiches;Water;History;7;10;5;Yes - broadband connection;Internet chat or instant messaging;2;2;80;0;1;40;0;20;30;4;2;5;26;0;Very little;Undergraduate degree;Techno/Electronic;Telepathy;Healthy;Relative;Religious
USA;AL;2023;12;Male;18;Right-Handed;185;19.1;300;1 1/2;Car;16;.425;44;Baseball/Softball;59;540;711;711;567;27;19.1;Same length;;8.7;Same length;September;Summer;No;No;No favorite;Water;Other;6.5;9;4;Yes - other;Other;10;11;6;2;0;5;0;4;1;3;6;12;8;4;A lot;High school;Heavy metal;Telepathy;Happy;Other;Other
USA;AL;2015;12;Female;17;Right-Handed;170;19.4;45;1;Car;25;0.798;42;Soccer;;;;;;;19.2;;7;7;Ring finger;July;Summer;No;No;Meat;Tea;Other;8;10;4;No internet connection;Text messaging;6;5;7;0;4;10;2;0;4;1;0;3;0;6;A lot;Graduate degree;Country;Fly;Happy;Religious figure;Health
USA;AL;2018;8;Male;14;Right-Handed;170;30;173;1;Bus;10;0.685;49;Basketball;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;AL;2018;8;Male;14;Right-Handed;177;24;175;1;Bus;3;0.34;56;Football (American);1000;800;700;1000;1000;1000;24;Same length;8;8.5;Ring finger;September;Summer;No;No;Pizza/Pasta;Milk;Physical education;10;6;5;Yes - broadband connection;Myspace, Facebook, other social networking sites, or blog;8;8;0;0;0;7;0;119;7;1;168;0;3;1;None;Graduate degree;Rap/Hip hop;Fly;Famous;Other;Wildlife, animals
USA;AL;2021;12;Male;18;Right-Handed;183;26;178;1;Car;15;0.034;35;Basketball;;;;;;;26;Same length;30;25;Index finger;June;Summer;No;No;Rice/Noodle dishes;Water;History;6;8;4;Yes - broadband connection;Cell phone;6;6;5;0;8;4;2;6;4;5;6;1;0;1;Some;Graduate degree;Rap/Hip hop;Fly;Happy;Business person;Environment
USA;AL;2022;12;Female;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;AL;2022;12;Male;17;Right-Handed;180;26.7;182,9;1;Car;15;.698;36;Other;400;300;100;500;700;900;26.4;Right foot;82m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;AL;2022;12;Female;17;Right-Handed;152;16.51;110;2;Car;15;0.8;43;Dancing;900;800;800;500;600;600;16.42;Right foot;76;88;Index finger;April;Fall;No;No;Meat;Water;Art;7;9;3;Yes - broadband connection;Text messaging;30;40;12;40;5;15;12;15;20;36;50;30;22;10;Very little;Graduate degree;Rhythm and blues (R&B);Freeze time;Happy;Teacher;Arts, culture, sports
USA;AL;2010;12;Male;17;Ambidextrous;176;24;172;2;Car;10;.328;49;Other;500;500;500;;1000;1000;24;Same length;70;79;Index finger;April;Fall;No;No;Meat;Juice;Other;8;8;3;Yes - broadband connection;In person;5;10;12;1;3;3;3;4;2;1;7;3;8;2;Very little;Graduate degree;Techno/Electronic;Freeze time;Famous;Community leader or elder;Other
USA;AL;2023;12;Male;17;Right-Handed;172;33;183;1;Car;10;0.361;35;Basketball;604;631;701;754;545;850;33;Same length;90;60.5;Index finger;April;Winter;Yes;No;Poultry;Water;History;5;10;3;Yes - other;Myspace, Facebook, other social networking sites, or blog;5;7;4;1;2;7;8;25;15;1;4;5;20;1;Some;High school;Rap/Hip hop;Invisibility;Rich;Musician or singer;Health
USA;AL;2015;12;Male;18;Ambidextrous;192;30;160;1;Walk;3;.82;45;Table Tennis;;;;;;;30;Same length;8;7;Index finger;November;Winter;Yes;No;Meat;Water;Music;6;8;6;Yes - broadband connection;Text messaging;150;200;4;1;9;2;0;0;3;2;8;4;2;6;A lot;Undergraduate degree;Rhythm and blues (R&B);Telepathy;Rich;Relative;Arts, culture, sports
USA;AL;2023;12;Male;18;Right-Handed;182;24.2;91;1;Car;20;0.7;30;Other;10;10;7;6;6;6;24;Right foot;99;98;Ring finger;January;Fall;No;No;Rice/Noodle dishes;Water;Science;9;10;4;Yes - broadband connection;In person;100;100;8;8;6;5;5;5;3;4;6;4;12;2;Some;Graduate degree;Reggae;Fly;Happy;Sports person;Arts, culture, sports
USA;AL;2022;12;Male;17;Right-Handed;178;26;182;1;Car;3;0.337;53;Dancing;1000;1000;1000;1000;1000;1000;26;Same length;80;80;Same length;May;Spring;Yes;No;No favorite;Water;Music;5-jun;8-sep;3;Yes - dial-up connection;In person;5;5;7;7;0;1;7;0;12;2;10;5;18;3;A lot;High school;Country;Freeze time;Happy;Religious figure;Religious
USA;AL;2022;12;Female;18;Right-Handed;167;24;80;3;Walk;12;0.333;42;None;1000;882;674;786;147;683;24;Same length;75;70;Index finger;November;Spring;Yes;No;Rice/Noodle dishes;Water;Art;7;11;4;Yes - other;In person;17;15;15;1;4;1;0;7;3;6;28;0;0;8;A lot;Graduate degree;Punk rock;Fly;Happy;Musician or singer;Wildlife, animals
USA;AL;2018;8;Male;15;Right-Handed;48;23;154;2;Car;7;0.118;70;Soccer;1000;100;1000;800;400;1000;23;Same length;77;60;Index finger;September;Winter;No;;Meat;Water;Mathematics and statistics;9;11;6;Yes - broadband connection;Myspace, Facebook, other social networking sites, or blog;54;108;40;20;1;35;40;4;;;;;;;;;Rap/Hip hop;Invisibility;Healthy;Sports person;Wildlife, animals
USA;AL;2023;12;Male;17;Left-Handed;182,8;26.67;175;1;Car;14;0.323;43;Running/Jogging;1000;674;674;829;1000;1000;27;Left foot;70;75;Ring finger;August;Summer;Yes;No;Seafood;Water;Computers and technology;8;8;3;Yes - broadband connection;In person;20;20;0;0;0;0;4;2;4;3;8;8;2;4;None;Other;Rap/Hip hop;Telepathy;Happy;Religious figure;Education/Youth development
USA;AL;2015;12;Male;17;Right-Handed;;29;174;1;Car;5;.441;51;Football (American);650;800;1000;900;400;1000;29;Same length;8.5;8.9;Ring finger;August;Fall;No;No;Seafood;Water;Science;8;10;1;Yes - broadband connection;Text messaging;75;75;12;5;4;0;10;10;8;15;7;0;25;0;A lot;Graduate degree;Rap/Hip hop;Fly;Rich;Coach or club leader;Wildlife, animals
USA;AL;2023;12;Female;18;Right-Handed;144;20;140;2;Car;15;0.294;49;Soccer;700;700;700;700;500;500;20;Same length;6.5;6;Index finger;May;Summer;Yes;No;Meat;Water;English;8;6;3;Yes - other;Text messaging;30;30;10;4;2;4;3;1;10;10;10;0;13;4;Some;Graduate degree;Pop;Invisibility;Rich;Relative;Wildlife, animals
USA;AL;2010;12;Female;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;AL;2012;8;Male;13;Right-Handed;154;24;152;1;Car;20;0.421;43;Basketball;503;503;455;;412;390;24;Same length;91;90;Index finger;April;Summer;No;No;Meat;Soft drink (caffeinated);Mathematics and statistics;8;12;5;Yes - broadband connection;Myspace, Facebook, other social networking sites, or blog;0;5;2;1;3;5;10;10;2;2;12;8;0;2;Some;Undergraduate degree;Rap/Hip hop;Freeze time;Happy;Friend;Education/Youth development
USA;AL;2022;12;Female;17;Right-Handed;162;25.9;167,2;1;Car;15;0.297;2.18;Tennis;1000;1000;1000;1000;900;900;25.9;Same length;76.2;75.4;Same length;June;Summer;Yes;No;Meat;Soft drink (caffeinated);History;7;12;3;Yes - other;Cell phone;58;63;24;24;2;68;4;0;23;23;98;7;29;0;Some;Graduate degree;Rap/Hip hop;Invisibility;Rich;Relative;Wildlife, animals
USA;AL;2022;12;Female;17;Right-Handed;164,59;11.67;56;1;Car;15;0.544;43;Walking/Hiking;1000;0;0;0;1000;1000;11.54;Right foot;18;15;Index finger;May;Summer;No;No;Pizza/Pasta;Coffee;History;5;7;5;Yes - broadband connection;Text messaging;30;536;15;6;10;7;3;0;7;3;10;0;5;0;A lot;Graduate degree;Country;Invisibility;Rich;Business person;International aid
USA;AL;2022;12;Female;17;Left-Handed;157,5;24.6;33;2;Car;5;0.057;85;Walking/Hiking;2;4;3;1;6;5;24.6;Same length;52;16.5;Index finger;April;Spring;No;No;Meat;Water;Mathematics and statistics;6;5;4;Yes - broadband connection;Cell phone;20;6;1;2;4;5;3;0;1;1;4;1;6;2;A lot;Graduate degree;Reggae;Fly;Happy;Relative;Health
USA;AL;2023;12;Female;18;Right-Handed;170,69;26;76;1;Car;23;0.55;63;Walking/Hiking;1000;900;800;600;400;500;20.32;Same length;138;137;Index finger;August;;No;Yes;Pizza/Pasta;Water;Art;8;7;3;Yes - broadband connection;Myspace, Facebook, other social networking sites, or blog;5;6;40;3;0;30;10;0;50;3;5;20;25;1;Very little;High school;Rap/Hip hop;Telepathy;Happy;Actor;Environment
USA;AL;2022;12;Male;18;Right-Handed;175,9;365;70;1;Car;10;.656;43;Basketball;0;0;1000;1000;0;500;365;Right foot;2;2;Ring finger;December;Summer;Yes;No;Pizza/Pasta;Water;Art;4;8;6;Yes - broadband connection;Text messaging;47;70;0;6;0;1;6;2;0;5;8;2;24;1;;Some college;Rap/Hip hop;Super strength;Rich;Sports person;Arts, culture, sports
USA;AL;2022;12;Female;18;Right-Handed;163,5;;160;1;Car;10;0.504;33;Athletics;10;700;500;1000;10;900;17;Left foot;26;25;Index finger;February;Spring;No;No;Poultry;Water;English;6;10;2;Yes - broadband connection;Text messaging;50;50;1;1;1;1;1;1;1;1;1;1;1;1;Some;Graduate degree;Rap/Hip hop;Invisibility;Rich;Relative;Health
USA;AL;2022;12;Female;18;Right-Handed;175,2;25;100;1;Car;3;0.456;40;Lacrosse;765;508;337;460;738;754;25;Same length;76.2;76.2;Same length;December;Summer;No;No;Fruit;Water;Other;5;5;6;Yes - broadband connection;Myspace, Facebook, other social networking sites, or blog;5;20;40;1;0;6;10;0;25;1;5;10;23;8;None;Graduate degree;Rap/Hip hop;Telepathy;Rich;Coach or club leader;Education/Youth development
USA;AL;2023;12;Male;17;Right-Handed;195;13 in;198,12;1;Car;15;0.455;68;Baseball/Softball;0;481;684;765;0;531;13in;Same length;idk;idk;Ring finger;October;Fall;Yes;Yes;Meat;Soft drink (caffeinated);Physical education;8;10;3;Yes - other;Other;400;450;8;12;0;3;12;0;0;6;20;20;0;1;Very little;Some college;Country;Freeze time;Rich;Coach or club leader;Health
USA;AL;2022;12;Male;17;Right-Handed;198;20;190;2;Car;24;0.25;1;Martial Arts;;;;;;;20;Right foot;12;12;Index finger;June;Summer;No;No;Poultry;Milk;History;4;12;3;Yes - broadband connection;Telephone;2;78;;;;;;;;;;;;;Very little;Graduate degree;Techno/Electronic;Freeze time;Rich;Religious figure;Other
USA;AL;2022;12;Male;18;Right-Handed;185;33;186;1;Car;5;.376;47;Basketball;0;27;987;0;936;1000;33;Left foot;90;95;Ring finger;January;Summer;Yes;No;Meat;Water;Physical education;8;8;4;Yes - dial-up connection;Text messaging;5;200;10;0;0;7;20;5;0;2;15;0;0;1;Very little;Graduate degree;Rhythm and blues (R&B);Telepathy;Healthy;Musician or singer;Health
USA;AL;2023;12;Female;17;Right-Handed;177;27.5;60;1;Walk;2;.792;58;Other;1000;800;400;100;45;80;25.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;AL;2023;12;Male;18;Right-Handed;155,45;27.6;165;1;Car;15;0.289;42;Golf;647;219;374;503;332;611;27.1;Right foot;70;80;Ring finger;January;Spring;No;No;Meat;Tea;Science;4-jun;4-jun;6;Yes - broadband connection;Cell phone;40-50;40-50;5;80;2;8;13;50;12;12;40;3;25;6;A lot;High school;Country;Fly;Happy;Relative;Wildlife, animals
USA;AL;2023;12;Male;19;Right-Handed;155,75;10;180;1;Car;10;0.684;56;Football (American);500;408;300;400;200;1000;10;Same length;21;8;Index finger;October;Summer;No;No;Seafood;Tea;Mathematics and statistics;8;7;2;Yes - broadband connection;Text messaging;35;35;6;10;0;64;18;10;12;24;10;48;0;64;A lot;Graduate degree;Rap/Hip hop;Fly;Rich;Actor;Religious
USA;AL;2023;12;Female;17;Right-Handed;164,59;16.51;158,5;1;Car;15-20;0.532;50;Other;626;513;529;583;594;877;16.51;Same length;7;7.3;Ring finger;March;Summer;No;No;Pizza/Pasta;Water;Mathematics and statistics;6-jul;8-sep;4;Yes - broadband connection;In person;30;30;6;2;0;1;0;0;6;6;3;0;30;1;Very little;Graduate degree;Pop;Telepathy;Healthy;Friend;Wildlife, animals
USA;AL;2015;12;Female;18;Right-Handed;152,4;24;151,5;1;Car;15;.852;53;Other;;;;;;;24;Same length;60;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;AL;2015;12;Male;17;Right-Handed;177;20;133;2;Car;20;.809;51;Soccer;;;;;;;28;Left foot;25;27;Ring finger;May;Summer;No;No;Meat;Tea;Music;4;5;3;Yes - broadband connection;Text messaging;400;400;4;2;0;0;2;1;2;7;4;8;3;2;Very little;Graduate degree;Other;Freeze time;Happy;Musician or singer;Wildlife, animals
USA;AL;2023;12;Female;19;Right-Handed;152,4;20.5;495;1;Car;15;0.402;55;Walking/Hiking;300;600;800;400;900;1000;20.5;Same length;65;70;Ring finger;May;Fall;Yes;No;Fruit;Sports drink;History;7;9;3;Yes - broadband connection;Text messaging;5;6;0;1;31;3;0;0;1;1;71;0;21;1;A lot;Undergraduate degree;Classical;Fly;Rich;Teacher;Education/Youth development
USA;AL;2022;12;Female;18;Right-Handed;160;20;54;1;Car;4;0.3;77;Gymnastics;9;8;9;9;8;9;36;Right foot;8.89;7.62;Ring finger;October;Fall;No;No;Meat;Soft drink (caffeinated);History;6;8;3;Yes - other;Text messaging;20;20;6;10;2;6;4;0;10;10;20;2;42;2;Some;Undergraduate degree;Rock and roll;Invisibility;Happy;Business person;Health
USA;AL;2013;11;Male;16;Right-Handed;170;28;170;1;Car;13;0.288;37;Soccer;636;818;385;289;807;925;28;Same length;7;8;Ring finger;May;Spring;No;No;Meat;Water;English;7;9;3;Yes - broadband connection;Text messaging;150;200;8;1;0;30;8;12;28;28;28;12;1;3;A lot;Graduate degree;Rock and roll;Telepathy;Happy;Community leader or elder;Education/Youth development
USA;AL;2022;12;Male;18;Right-Handed;172;56;178;1;Car;15;0.663;86;Golf;2;5;10;6;10;10;86;Same length;14;140;Ring finger;July;Fall;No;No;Meat;Water;History;6;9;4;Yes - other;Cell phone;10;10;12;4;4;8;6;6;6;6;6;6;8;6;Very little;Other;Rock and roll;Freeze time;Happy;Other;International aid
USA;AL;2023;12;Male;18;Left-Handed;185,93;10;180;1;Car;20;0.237;57;Basketball;1000;1000;888;1000;1000;1000;10;Same length;80;80;Same length;August;Summer;Yes;No;Meat;Water;Science;6;9;2;Yes - other;Text messaging;30;30;3;336;0;3;3;10;5;24;3;24;24;3;Some;Other;Rap/Hip hop;Fly;Rich;Musician or singer;Arts, culture, sports
USA;AL;2023;12;Male;16;Right-Handed;180,3;25;185;1;Car;25;0.34;60;Other;700;700;800;800;300;800;24.8;Right foot;70;70;Same length;July;Winter;No;No;Meat;Water;Other;7;9-oct;5;Yes - dial-up connection;In person;10;10;2;10;1;10;4;1;10;2;16;10;0;1;Some;Some college;Rap/Hip hop;Invisibility;Rich;Business person;Religious
USA;AL;2018;8;Female;13;Right-Handed;149;20;158;2;Bus;20;645;42;Dancing;50;100;100;50;0;50;24;Left foot;75;7;Index finger;September;Summer;Yes;No;Poultry;Juice;Science;7;12;5;Yes - other;Text messaging;7;8;2;1;1;2;3;0;0;1;0;2;0;4;None;Undergraduate degree;Rhythm and blues (R&B);Fly;Healthy;Actor;Environment
USA;AL;2010;12;Male;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;AL;2023;12;Male;18;Right-Handed;185,4;27.3;185,4;1;Car;15;0.372;44;Basketball;626;781;524;856;781;1000;27.3;Same length;12;13;Index finger;January;Winter;No;No;Meat;Soft drink (caffeinated);Physical education;7;6;4;Yes - other;In person;24;13;35;1;0;42;3;7;4;6;0;15;0;2;Some;High school;Rock and roll;Invisibility;Rich;Actor;Health
USA;AL;2022;12;Female;17;Ambidextrous;161,55;6;53;3;Other;27;54;57;Walking/Hiking;1000;1000;1000;1000;800;900;20;Same length;7 1/2;8;Ring finger;October;Spring;No;Yes;Soups;Tea;Other;10;9;3;Yes - other;Text messaging;137;120;3;6;1;2;1;0;11;1;11;3;0;1;Some;Graduate degree;Rhythm and blues (R&B);Fly;Healthy;Other;Environment
USA;AL;2022;12;Male;18;Right-Handed;176;31;177;1;Car;10;.31;46;Baseball/Softball;0;0;0;0;0;0;31;Same length;8.7;8.7;Same length;October;Summer;Yes;No;Meat;Water;Physical education;6;9;4;Yes - broadband connection;Text messaging;40;50;10;10;9;9;9;9;9;9;9;9;9;9;Very little;Undergraduate degree;Rap/Hip hop;Invisibility;Rich;Sports person;Religious
USA;AL;2015;12;Female;17;Right-Handed;158;24;152;1;Car;7;.745;50;Running/Jogging;;;;;;;27;Right foot;65;75;Ring finger;June;Summer;Yes;No;Salads;Water;Art;6;7;2;Yes - other;Text messaging;250;200;4;1;8;1;5;0;5;20;2;0;7;3;A lot;Graduate degree;Rap/Hip hop;Fly;Healthy;Other;International aid
USA;AL;2023;12;Male;18;Right-Handed;175;24;179;1;Car;10;0.326;30;None;50;50;100;100;100;100;24;Same length;76;79;Ring finger;November;Fall;No;No;Rice/Noodle dishes;Water;Other;7;7;5;Yes - broadband connection;Text messaging;20;20;0;2;0;3;0;5;0;3;5;0;0;3;None;High school;Other;Super strength;Happy;Community leader or elder;Health
USA;AL;2022;12;Male;18;Right-Handed;188,98;34.29;182,88;2;Car;3;0.594;0.346;Other;1000;1000;1000;524;1000;1000;39.24;Same length;9 cm;8;Index finger;August;Summer;No;No;Rice/Noodle dishes;Tea;Other;9;10;3;Yes - other;Text messaging;50;30;5;7;0;4;3;0;3;7;2;3;5;1;A lot;High school;Country;Telepathy;Rich;Other;Wildlife, animals
USA;AL;2022;12;Female;18;Right-Handed;160;23;158;1;Car;7;0.456;44;Other;0;0;0;0;0;50;23;Same length;8.5;8.3;Index finger;November;Summer;Yes;No;Meat;Water;Physical education;7;8;4;Yes - other;Myspace, Facebook, other social networking sites, or blog;15;20;8;10;2;1;3;0;10;1;10;3;5;0;Some;Graduate degree;Country;Telepathy;Rich;Relative;Health
USA;AL;2015;12;Male;16;Right-Handed;173,7;27;;2;Car;8;.529;34;Football (American);286;750;78;0;945;876;25;Right foot;80;70;Ring finger;April;Summer;Yes;No;No favorite;Water;Mathematics and statistics;7;7;6;Yes - other;In person;6;3;2;1;.5;1;2;1;2;.5;1;4;5;2;Some;Graduate degree;Other;Telepathy;Healthy;Sports person;Religious
USA;AL;2023;12;Female;18;Right-Handed;144;20;140;2;Car;15;0.294;49;Soccer;700;700;700;700;500;500;20;Same length;6.5;6;Index finger;May;Summer;Yes;No;Meat;Water;English;8;6;3;Yes - other;Text messaging;30;30;10;4;2;4;3;1;10;10;10;0;13;4;Some;Graduate degree;Pop;Invisibility;Rich;Relative;Wildlife, animals
USA;AL;2023;12;Male;18;Right-Handed;160;20;160;2;Car;20;0.607;42;Other;610;476;235;524;807;1000;20;Same length;65;65;Same length;September;Summer;No;No;Rice/Noodle dishes;Water;Physical education;7;7;3;Yes - broadband connection;Myspace, Facebook, other social networking sites, or blog;50;50;10;1;0;1;20;0;10;2;50;0;8;0;Very little;High school;Pop;Fly;Happy;Business person;Environment
USA;AL;2021;12;Female;17;Right-Handed;167,6;22;65;2;Bus;30;0.392;37;None;1000;856;503;481;481;1000;22;Same length;330;350;Ring finger;September;Fall;Yes;No;Poultry;Water;English;8;10;4;Yes - other;Myspace, Facebook, other social networking sites, or blog;50;30;7;0;1;3;0;3;12;12;24;5;21;3;A lot;Graduate degree;Pop;Telepathy;Happy;Musician or singer;Wildlife, animals
USA;AL;2018;12;Male;18;Right-Handed;178;27;27;1;Car;15;0.317;50;Athletics;660;500;600;630;980;990;27;Same length;100;100;Same length;June;Fall;No;No;Meat;Water;Science;6;14;4;Yes - broadband connection;Myspace, Facebook, other social networking sites, or blog;4;7;28;.5;5;13;7;41;2;.333;3;10;1;.5;A lot;Graduate degree;Rap/Hip hop;Fly;Rich;Relative;Religious
USA;AL;2022;12;Female;18;Right-Handed;154,9;22.86;152,4;0;Car;20;0.625;54;Dancing;500;300;700;400;600;900;23.5;Left foot;8;7.9;Ring finger;December;Summer;Yes;No;Seafood;Soft drink (caffeinated);Music;5;10;4;Yes - other;In person;500;1000;35;8;1;4;1;2;5;15;20;3;10;2;Very little;Graduate degree;Rap/Hip hop;Telepathy;Famous;Musician or singer;Health
USA;AL;2018;8;Male;13;Right-Handed;166;126;178;1;Bus;15;0.9;2.0;Football (American);567;599;1000;1000;59;1000;127;Left foot;106;105;Index finger;May;Summer;No;No;Fruit;Sports drink;Mathematics and statistics;5;4;7;Yes - broadband connection;Cell phone;124;102;3;1;2;4;9;1;1;3;5;2;0;3;Some;Graduate degree;Rap/Hip hop;Fly;Rich;Sports person;Health
USA;AL;2018;12;Female;17;Right-Handed;62;30;62;1;Car;20;0.349;50;None;800;500;500;500;1000;1000;30;Same length;100;100;Same length;February;Fall;No;No;Meat;Tea;English;7;10;5;Yes - broadband connection;Myspace, Facebook, other social networking sites, or blog;6;5;20;5;2;7;3;0;12;12;12;15;19;4;Very little;Graduate degree;Country;Freeze time;Happy;Relative;Health
USA;AL;2015;12;Male;0;Right-Handed;182,1;30;176;1;Car;10;.777;57;Other;;;;;;;30;Same length;91;70;Index finger;July;Summer;No;No;No favorite;Tea;Mathematics and statistics;6;11;3;Yes - broadband connection;Text messaging;3;8;6;0;2;0;0;31;10;10;2;20;17;0;A lot;Graduate degree;Rap/Hip hop;Telepathy;Rich;Musician or singer;Health
USA;AL;2012;6;Male;12;Left-Handed;165;28;163;1;Car;8;0.357;63;Basketball;91;107;433;;615;652;28;Same length;90;100;Ring finger;October;Winter;Yes;No;Meat;Soft drink (caffeinated);Mathematics and statistics;9;9;4;Yes - broadband connection;Telephone;0;0;3;0;4;3;12;13;0;0;12;15;2;0;Very little;Graduate degree;Techno/Electronic;Invisibility;Happy;Relative;Health
USA;AL;2021;12;Female;17;Right-Handed;165;24.5;164;3;Rail (Train/Tram/Subway);30;0.37;37;Skateboarding/Rollerblading;900;300;680;680;1000;1000;24.5;Same length;90;90;Same length;July;Spring;No;No;Meat;Tea;Art;4.5;10;4;Yes - broadband connection;Text messaging;500;500;10;7;3;7;0;0;56;56;56;0;0;0;Very little;Graduate degree;Rap/Hip hop;Freeze time;Rich;Other;International aid
USA;AL;2022;12;Female;17;Left-Handed;175;25.4;175;1;Car;12;0.363;36;Baseball/Softball;500;700;300;400;800;1000;25.4;Same length;70;70;Same length;November;Summer;No;No;Pizza/Pasta;Water;Other;5;9;6;Yes - other;Myspace, Facebook, other social networking sites, or blog;1;1;4;8;7;2;15;0;8;0;1;2;0;7;A lot;Graduate degree;Rap/Hip hop;Freeze time;Happy;Relative;Education/Youth development
USA;AL;2023;12;Female;19;Right-Handed;152,4;20.5;495;1;Car;15;0.402;55;Walking/Hiking;300;600;800;400;900;1000;20.5;Same length;65;70;Ring finger;May;Fall;Yes;No;Fruit;Sports drink;History;7;9;3;Yes - broadband connection;Text messaging;5;6;0;1;31;3;0;0;1;1;71;0;21;1;A lot;Undergraduate degree;Classical;Fly;Rich;Teacher;Education/Youth development
USA;AL;2022;12;Female;18;Left-Handed;172;24;173;1;Car;7;1.3;55;Martial Arts;900;400;700;500;500;800;24;Same length;8;7;Index finger;August;Summer;No;No;Meat;Soft drink (caffeinated);Other;7;9;5;Yes - broadband connection;Internet chat or instant messaging;5;15;9;2;1;3;1;0;20;20;20;5;15;3;A lot;Other;Country;Invisibility;Happy;Other;Wildlife, animals
USA;AL;2022;12;Female;18;Right-Handed;167;24;160;1;Car;10;0.5;33;Other;10;500;0;500;1000;1000;24;Same length;28;28;Same length;October;Summer;Yes;No;No favorite;Water;Languages;8;11;2;Yes - broadband connection;Myspace, Facebook, other social networking sites, or blog;50;50;;5;4;3;8;0;15;15;40;5;8;0;Some;Graduate degree;Pop;Freeze time;Happy;Actor;Health
USA;AL;2018;8;Male;14;Right-Handed;174;27;187;1;Car;15;0.338;;Football (American);;;;;;;27;Same length;;;Ring finger;November;Fall;No;No;Pizza/Pasta;Sports drink;Physical education;8;10;4;Yes - broadband connection;Cell phone;100;100;60;;4;;;12;;;;;;;A lot;Graduate degree;Rap/Hip hop;Telepathy;Rich;Sports person;International aid
USA;AL;2022;12;Male;17;Right-Handed;170;25;180;1;Car;16;.32;33;Football (American);807;802;824;818;160;610;25;Same length;85;85;Same length;May;Spring;No;No;No favorite;Water;Physical education;6;4;4;Yes - other;Myspace, Facebook, other social networking sites, or blog;15;16;45;1;1;42;30;30;5;3;2;20;35;5;Very little;Some college;Rap/Hip hop;Freeze time;Healthy;Actor;Wildlife, animals
USA;AL;2022;12;Female;18;Right-Handed;62;20;153;2;Car;20;0.781;72;None;10;10;10;10;1000;1000;20;Same length;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A lot;High school;Other;Freeze time;Healthy;;
USA;AL;2023;12;Male;18;Right-Handed;188,98;12;188;1;Car;7;0.283;50;Baseball/Softball;0;1000;1000;1000;1000;1000;12;Same length;3.5 ;3;Index finger;July;Summer;Yes;No;Pizza/Pasta;Water;Physical education;4;8;8;Yes - other;Cell phone;100;100;4;4;0;0;20;9;4;4;9;9;12;6;A lot;High school;Rap/Hip hop;Super strength;Happy;Relative;Environment
USA;AL;2023;12;Female;18;Right-Handed;167,64;20;60;1;Bus;20;.478;55;Dancing;1000;1000;1000;1000;1000;1000;20;Same length;80;70;Index finger;October;Summer;Yes;No;Other;Water;Other;2;9;4;Yes - other;Internet chat or instant messaging;70;200;0;18;5;15;0;16;150;145;150;150;0;0;A lot;Graduate degree;Rhythm and blues (R&B);Fly;Happy;Relative;International aid
USA;AL;2022;12;Male;18;Right-Handed;201,17;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;AL;2023;12;Female;17;Right-Handed;170;23;170;1;Car;6;0.357;35;Other;578;952;1000;1000;439;1000;23;Same length;85;80;Index finger;July;Summer;Yes;No;Fruit;Water;Mathematics and statistics;8;6;4;Yes - broadband connection;Text messaging;300;300;10;10;1;3;0;3;10;10;10;3;20;2;None;Graduate degree;Country;Invisibility;Happy;Doctor or nurse;Health
